images,label
salmo.1366.jpg,Salmonella
cocci.309.jpg,Coccidiosis
ncd.178.jpg,New Castle Disease
cocci.738.jpg,Coccidiosis
cocci.758.jpg,Coccidiosis
pcrcocci.242.jpg,Coccidiosis
pcrsalmo.35.jpg,Salmonella
salmo.1517.jpg,Salmonella
healthy.1555.jpg,Healthy
healthy.1822.jpg,Healthy
pcrhealthy.111.jpg,Healthy
healthy.2026.jpg,Healthy
healthy.295.jpg,Healthy
salmo.358.jpg,Salmonella
cocci.2085.jpg,Coccidiosis
pcrsalmo.221.jpg,Salmonella
healthy.1323.jpg,Healthy
cocci.393.jpg,Coccidiosis
ncd.76.jpg,New Castle Disease
pcrcocci.247.jpg,Coccidiosis
healthy.249.jpg,Healthy
pcrhealthy.87.jpg,Healthy
cocci.728.jpg,Coccidiosis
cocci.1793.jpg,Coccidiosis
healthy.176.jpg,Healthy
healthy.697.jpg,Healthy
healthy.613.jpg,Healthy
ncd.183.jpg,New Castle Disease
cocci.1608.jpg,Coccidiosis
pcrhealthy.274.jpg,Healthy
healthy.959.jpg,Healthy
salmo.1194.jpg,Salmonella
cocci.1886.jpg,Coccidiosis
cocci.1237.jpg,Coccidiosis
cocci.1660.jpg,Coccidiosis
healthy.317.jpg,Healthy
cocci.628.jpg,Coccidiosis
healthy.1711.jpg,Healthy
salmo.1439.jpg,Salmonella
pcrncd.108.jpg,New Castle Disease
healthy.1339.jpg,Healthy
cocci.1789.jpg,Coccidiosis
pcrsalmo.3.jpg,Salmonella
cocci.2053.jpg,Coccidiosis
cocci.722.jpg,Coccidiosis
healthy.1225.jpg,Healthy
healthy.1130.jpg,Healthy
pcrcocci.250.jpg,Coccidiosis
cocci.1857.jpg,Coccidiosis
salmo.1941.jpg,Salmonella
salmo.1538.jpg,Salmonella
salmo.372.jpg,Salmonella
cocci.1445.jpg,Coccidiosis
ncd.29.jpg,New Castle Disease
salmo.2105.jpg,Salmonella
salmo.934.jpg,Salmonella
cocci.939.jpg,Coccidiosis
healthy.1831.jpg,Healthy
healthy.683.jpg,Healthy
healthy.72.jpg,Healthy
pcrhealthy.256.jpg,Healthy
ncd.97.jpg,New Castle Disease
salmo.1914.jpg,Salmonella
cocci.1104.jpg,Coccidiosis
cocci.999.jpg,Coccidiosis
healthy.1653.jpg,Healthy
salmo.374.jpg,Salmonella
salmo.1942.jpg,Salmonella
salmo.966.jpg,Salmonella
healthy.807.jpg,Healthy
salmo.77.jpg,Salmonella
salmo.282.jpg,Salmonella
healthy.465.jpg,Healthy
pcrcocci.52.jpg,Coccidiosis
cocci.1902.jpg,Coccidiosis
pcrhealthy.204.jpg,Healthy
cocci.87.jpg,Coccidiosis
cocci.816.jpg,Coccidiosis
pcrcocci.50.jpg,Coccidiosis
healthy.1341.jpg,Healthy
healthy.1261.jpg,Healthy
healthy.615.jpg,Healthy
salmo.334.jpg,Salmonella
cocci.737.jpg,Coccidiosis
pcrsalmo.135.jpg,Salmonella
cocci.301.jpg,Coccidiosis
cocci.227.jpg,Coccidiosis
salmo.1935.jpg,Salmonella
cocci.277.jpg,Coccidiosis
cocci.858.jpg,Coccidiosis
ncd.214.jpg,New Castle Disease
cocci.1585.jpg,Coccidiosis
salmo.750.jpg,Salmonella
salmo.1704.jpg,Salmonella
cocci.931.jpg,Coccidiosis
cocci.1883.jpg,Coccidiosis
cocci.1702.jpg,Coccidiosis
salmo.815.jpg,Salmonella
salmo.89.jpg,Salmonella
healthy.1044.jpg,Healthy
salmo.1381.jpg,Salmonella
salmo.104.jpg,Salmonella
cocci.499.jpg,Coccidiosis
healthy.486.jpg,Healthy
salmo.1140.jpg,Salmonella
pcrsalmo.307.jpg,Salmonella
ncd.73.jpg,New Castle Disease
salmo.450.jpg,Salmonella
cocci.1986.jpg,Coccidiosis
cocci.73.jpg,Coccidiosis
salmo.2187.jpg,Salmonella
salmo.1313.jpg,Salmonella
pcrhealthy.225.jpg,Healthy
healthy.1839.jpg,Healthy
cocci.1470.jpg,Coccidiosis
cocci.1421.jpg,Coccidiosis
pcrhealthy.160.jpg,Healthy
pcrhealthy.60.jpg,Healthy
cocci.1558.jpg,Coccidiosis
cocci.1910.jpg,Coccidiosis
healthy.721.jpg,Healthy
healthy.1832.jpg,Healthy
healthy.581.jpg,Healthy
salmo.472.jpg,Salmonella
salmo.352.jpg,Salmonella
salmo.173.jpg,Salmonella
healthy.1141.jpg,Healthy
healthy.641.jpg,Healthy
cocci.1343.jpg,Coccidiosis
salmo.362.jpg,Salmonella
healthy.894.jpg,Healthy
cocci.1331.jpg,Coccidiosis
pcrcocci.67.jpg,Coccidiosis
healthy.1171.jpg,Healthy
salmo.189.jpg,Salmonella
healthy.1765.jpg,Healthy
healthy.1558.jpg,Healthy
cocci.568.jpg,Coccidiosis
cocci.1209.jpg,Coccidiosis
healthy.588.jpg,Healthy
pcrhealthy.292.jpg,Healthy
cocci.1475.jpg,Coccidiosis
salmo.861.jpg,Salmonella
salmo.66.jpg,Salmonella
healthy.89.jpg,Healthy
salmo.788.jpg,Salmonella
cocci.1576.jpg,Coccidiosis
cocci.1250.jpg,Coccidiosis
cocci.836.jpg,Coccidiosis
cocci.1328.jpg,Coccidiosis
cocci.384.jpg,Coccidiosis
cocci.1887.jpg,Coccidiosis
salmo.1884.jpg,Salmonella
cocci.532.jpg,Coccidiosis
healthy.736.jpg,Healthy
healthy.1069.jpg,Healthy
cocci.592.jpg,Coccidiosis
cocci.940.jpg,Coccidiosis
salmo.2210.jpg,Salmonella
salmo.1097.jpg,Salmonella
pcrhealthy.247.jpg,Healthy
cocci.1989.jpg,Coccidiosis
salmo.464.jpg,Salmonella
salmo.205.jpg,Salmonella
salmo.984.jpg,Salmonella
healthy.1899.jpg,Healthy
pcrcocci.274.jpg,Coccidiosis
healthy.185.jpg,Healthy
salmo.1752.jpg,Salmonella
salmo.1743.jpg,Salmonella
cocci.1496.jpg,Coccidiosis
healthy.1188.jpg,Healthy
ncd.251.jpg,New Castle Disease
healthy.492.jpg,Healthy
healthy.558.jpg,Healthy
cocci.513.jpg,Coccidiosis
cocci.750.jpg,Coccidiosis
pcrsalmo.244.jpg,Salmonella
healthy.1440.jpg,Healthy
healthy.534.jpg,Healthy
cocci.2036.jpg,Coccidiosis
pcrcocci.328.jpg,Coccidiosis
healthy.1998.jpg,Healthy
pcrncd.66.jpg,New Castle Disease
cocci.1245.jpg,Coccidiosis
healthy.443.jpg,Healthy
salmo.599.jpg,Salmonella
healthy.1784.jpg,Healthy
healthy.1712.jpg,Healthy
healthy.1388.jpg,Healthy
ncd.372.jpg,New Castle Disease
healthy.1490.jpg,Healthy
healthy.952.jpg,Healthy
salmo.2194.jpg,Salmonella
healthy.55.jpg,Healthy
pcrcocci.181.jpg,Coccidiosis
ncd.303.jpg,New Castle Disease
salmo.821.jpg,Salmonella
healthy.1693.jpg,Healthy
cocci.1412.jpg,Coccidiosis
ncd.341.jpg,New Castle Disease
cocci.1190.jpg,Coccidiosis
cocci.16.jpg,Coccidiosis
cocci.1164.jpg,Coccidiosis
healthy.1255.jpg,Healthy
salmo.589.jpg,Salmonella
cocci.1187.jpg,Coccidiosis
healthy.822.jpg,Healthy
salmo.1686.jpg,Salmonella
healthy.527.jpg,Healthy
cocci.408.jpg,Coccidiosis
healthy.749.jpg,Healthy
salmo.128.jpg,Salmonella
healthy.1029.jpg,Healthy
pcrcocci.156.jpg,Coccidiosis
pcrcocci.34.jpg,Coccidiosis
healthy.26.jpg,Healthy
healthy.914.jpg,Healthy
healthy.1121.jpg,Healthy
cocci.934.jpg,Coccidiosis
cocci.1377.jpg,Coccidiosis
healthy.728.jpg,Healthy
pcrhealthy.21.jpg,Healthy
salmo.238.jpg,Salmonella
pcrsalmo.154.jpg,Salmonella
cocci.498.jpg,Coccidiosis
cocci.2019.jpg,Coccidiosis
pcrhealthy.45.jpg,Healthy
cocci.1861.jpg,Coccidiosis
salmo.911.jpg,Salmonella
healthy.1495.jpg,Healthy
healthy.1103.jpg,Healthy
pcrhealthy.121.jpg,Healthy
salmo.1947.jpg,Salmonella
salmo.971.jpg,Salmonella
healthy.1202.jpg,Healthy
healthy.1084.jpg,Healthy
salmo.859.jpg,Salmonella
cocci.1273.jpg,Coccidiosis
healthy.1432.jpg,Healthy
salmo.746.jpg,Salmonella
cocci.1998.jpg,Coccidiosis
healthy.1734.jpg,Healthy
cocci.462.jpg,Coccidiosis
cocci.1703.jpg,Coccidiosis
salmo.871.jpg,Salmonella
cocci.101.jpg,Coccidiosis
healthy.7.jpg,Healthy
cocci.148.jpg,Coccidiosis
healthy.745.jpg,Healthy
salmo.2160.jpg,Salmonella
healthy.280.jpg,Healthy
healthy.668.jpg,Healthy
pcrhealthy.259.jpg,Healthy
pcrcocci.285.jpg,Coccidiosis
healthy.503.jpg,Healthy
cocci.1441.jpg,Coccidiosis
salmo.2027.jpg,Salmonella
healthy.1043.jpg,Healthy
pcrncd.100.jpg,New Castle Disease
salmo.1210.jpg,Salmonella
salmo.1373.jpg,Salmonella
pcrhealthy.232.jpg,Healthy
salmo.144.jpg,Salmonella
cocci.1774.jpg,Coccidiosis
pcrhealthy.156.jpg,Healthy
cocci.769.jpg,Coccidiosis
cocci.1043.jpg,Coccidiosis
cocci.1097.jpg,Coccidiosis
cocci.143.jpg,Coccidiosis
salmo.819.jpg,Salmonella
pcrhealthy.52.jpg,Healthy
cocci.258.jpg,Coccidiosis
salmo.308.jpg,Salmonella
cocci.1197.jpg,Coccidiosis
healthy.1246.jpg,Healthy
pcrcocci.330.jpg,Coccidiosis
ncd.220.jpg,New Castle Disease
pcrncd.6.jpg,New Castle Disease
pcrhealthy.181.jpg,Healthy
healthy.1039.jpg,Healthy
salmo.904.jpg,Salmonella
salmo.1895.jpg,Salmonella
salmo.1283.jpg,Salmonella
pcrcocci.7.jpg,Coccidiosis
cocci.1005.jpg,Coccidiosis
cocci.627.jpg,Coccidiosis
salmo.801.jpg,Salmonella
pcrhealthy.228.jpg,Healthy
salmo.1734.jpg,Salmonella
healthy.1974.jpg,Healthy
cocci.1853.jpg,Coccidiosis
pcrhealthy.83.jpg,Healthy
salmo.343.jpg,Salmonella
pcrsalmo.152.jpg,Salmonella
salmo.554.jpg,Salmonella
cocci.1870.jpg,Coccidiosis
pcrcocci.110.jpg,Coccidiosis
cocci.1954.jpg,Coccidiosis
cocci.431.jpg,Coccidiosis
cocci.1046.jpg,Coccidiosis
cocci.930.jpg,Coccidiosis
salmo.1595.jpg,Salmonella
pcrhealthy.6.jpg,Healthy
pcrcocci.367.jpg,Coccidiosis
salmo.113.jpg,Salmonella
salmo.1824.jpg,Salmonella
pcrcocci.257.jpg,Coccidiosis
healthy.1904.jpg,Healthy
healthy.1338.jpg,Healthy
cocci.1024.jpg,Coccidiosis
healthy.50.jpg,Healthy
cocci.159.jpg,Coccidiosis
salmo.1468.jpg,Salmonella
salmo.94.jpg,Salmonella
healthy.1678.jpg,Healthy
pcrsalmo.147.jpg,Salmonella
cocci.1359.jpg,Coccidiosis
healthy.248.jpg,Healthy
pcrsalmo.17.jpg,Salmonella
salmo.2254.jpg,Salmonella
cocci.839.jpg,Coccidiosis
salmo.561.jpg,Salmonella
salmo.93.jpg,Salmonella
pcrcocci.89.jpg,Coccidiosis
healthy.19.jpg,Healthy
healthy.260.jpg,Healthy
salmo.832.jpg,Salmonella
cocci.1019.jpg,Coccidiosis
salmo.791.jpg,Salmonella
salmo.2252.jpg,Salmonella
salmo.565.jpg,Salmonella
healthy.1826.jpg,Healthy
cocci.1507.jpg,Coccidiosis
cocci.2096.jpg,Coccidiosis
pcrcocci.170.jpg,Coccidiosis
salmo.814.jpg,Salmonella
ncd.145.jpg,New Castle Disease
cocci.1817.jpg,Coccidiosis
pcrsalmo.322.jpg,Salmonella
healthy.288.jpg,Healthy
salmo.231.jpg,Salmonella
healthy.512.jpg,Healthy
pcrsalmo.155.jpg,Salmonella
ncd.192.jpg,New Castle Disease
cocci.1069.jpg,Coccidiosis
pcrhealthy.317.jpg,Healthy
cocci.1252.jpg,Coccidiosis
cocci.97.jpg,Coccidiosis
pcrsalmo.209.jpg,Salmonella
healthy.957.jpg,Healthy
pcrhealthy.122.jpg,Healthy
healthy.441.jpg,Healthy
salmo.590.jpg,Salmonella
cocci.1885.jpg,Coccidiosis
salmo.195.jpg,Salmonella
salmo.1241.jpg,Salmonella
pcrhealthy.336.jpg,Healthy
cocci.1643.jpg,Coccidiosis
cocci.1040.jpg,Coccidiosis
pcrcocci.258.jpg,Coccidiosis
ncd.210.jpg,New Castle Disease
cocci.1419.jpg,Coccidiosis
pcrcocci.92.jpg,Coccidiosis
cocci.1322.jpg,Coccidiosis
salmo.1543.jpg,Salmonella
salmo.1305.jpg,Salmonella
salmo.1848.jpg,Salmonella
cocci.654.jpg,Coccidiosis
healthy.9.jpg,Healthy
salmo.547.jpg,Salmonella
healthy.627.jpg,Healthy
salmo.48.jpg,Salmonella
salmo.47.jpg,Salmonella
healthy.1427.jpg,Healthy
salmo.1999.jpg,Salmonella
salmo.114.jpg,Salmonella
cocci.1591.jpg,Coccidiosis
healthy.1929.jpg,Healthy
cocci.346.jpg,Coccidiosis
salmo.963.jpg,Salmonella
healthy.584.jpg,Healthy
cocci.326.jpg,Coccidiosis
pcrhealthy.176.jpg,Healthy
pcrhealthy.88.jpg,Healthy
salmo.1123.jpg,Salmonella
salmo.1437.jpg,Salmonella
pcrhealthy.125.jpg,Healthy
cocci.797.jpg,Coccidiosis
salmo.1779.jpg,Salmonella
healthy.1757.jpg,Healthy
salmo.884.jpg,Salmonella
cocci.441.jpg,Coccidiosis
pcrcocci.145.jpg,Coccidiosis
healthy.359.jpg,Healthy
cocci.2099.jpg,Coccidiosis
ncd.250.jpg,New Castle Disease
cocci.377.jpg,Coccidiosis
pcrsalmo.7.jpg,Salmonella
salmo.952.jpg,Salmonella
salmo.1067.jpg,Salmonella
pcrsalmo.89.jpg,Salmonella
ncd.294.jpg,New Castle Disease
pcrsalmo.335.jpg,Salmonella
pcrhealthy.105.jpg,Healthy
healthy.1052.jpg,Healthy
salmo.810.jpg,Salmonella
cocci.345.jpg,Coccidiosis
pcrncd.164.jpg,New Castle Disease
pcrcocci.115.jpg,Coccidiosis
healthy.432.jpg,Healthy
pcrcocci.75.jpg,Coccidiosis
cocci.1001.jpg,Coccidiosis
salmo.1023.jpg,Salmonella
healthy.541.jpg,Healthy
salmo.674.jpg,Salmonella
cocci.1111.jpg,Coccidiosis
healthy.1744.jpg,Healthy
salmo.1889.jpg,Salmonella
healthy.553.jpg,Healthy
cocci.1349.jpg,Coccidiosis
pcrcocci.16.jpg,Coccidiosis
pcrncd.44.jpg,New Castle Disease
salmo.996.jpg,Salmonella
cocci.801.jpg,Coccidiosis
pcrncd.32.jpg,New Castle Disease
salmo.918.jpg,Salmonella
salmo.2233.jpg,Salmonella
healthy.159.jpg,Healthy
salmo.2067.jpg,Salmonella
pcrhealthy.19.jpg,Healthy
healthy.1958.jpg,Healthy
cocci.42.jpg,Coccidiosis
pcrsalmo.345.jpg,Salmonella
healthy.191.jpg,Healthy
cocci.1409.jpg,Coccidiosis
ncd.161.jpg,New Castle Disease
salmo.1544.jpg,Salmonella
salmo.1279.jpg,Salmonella
pcrhealthy.18.jpg,Healthy
healthy.1753.jpg,Healthy
cocci.2002.jpg,Coccidiosis
healthy.1606.jpg,Healthy
healthy.1431.jpg,Healthy
healthy.953.jpg,Healthy
salmo.1019.jpg,Salmonella
cocci.1634.jpg,Coccidiosis
cocci.30.jpg,Coccidiosis
pcrncd.127.jpg,New Castle Disease
pcrcocci.219.jpg,Coccidiosis
cocci.1416.jpg,Coccidiosis
pcrsalmo.316.jpg,Salmonella
salmo.32.jpg,Salmonella
salmo.1691.jpg,Salmonella
ncd.50.jpg,New Castle Disease
pcrcocci.20.jpg,Coccidiosis
salmo.549.jpg,Salmonella
ncd.300.jpg,New Castle Disease
pcrcocci.19.jpg,Coccidiosis
pcrcocci.273.jpg,Coccidiosis
healthy.418.jpg,Healthy
healthy.417.jpg,Healthy
pcrsalmo.298.jpg,Salmonella
healthy.1234.jpg,Healthy
cocci.43.jpg,Coccidiosis
healthy.897.jpg,Healthy
cocci.2054.jpg,Coccidiosis
healthy.1435.jpg,Healthy
healthy.1562.jpg,Healthy
healthy.1640.jpg,Healthy
pcrhealthy.291.jpg,Healthy
ncd.227.jpg,New Castle Disease
salmo.668.jpg,Salmonella
cocci.978.jpg,Coccidiosis
salmo.2075.jpg,Salmonella
cocci.538.jpg,Coccidiosis
salmo.1325.jpg,Salmonella
salmo.1069.jpg,Salmonella
pcrhealthy.74.jpg,Healthy
healthy.285.jpg,Healthy
healthy.949.jpg,Healthy
pcrcocci.292.jpg,Coccidiosis
healthy.564.jpg,Healthy
cocci.746.jpg,Coccidiosis
salmo.492.jpg,Salmonella
cocci.121.jpg,Coccidiosis
cocci.1372.jpg,Coccidiosis
salmo.1898.jpg,Salmonella
salmo.916.jpg,Salmonella
cocci.1749.jpg,Coccidiosis
cocci.1461.jpg,Coccidiosis
pcrsalmo.198.jpg,Salmonella
cocci.696.jpg,Coccidiosis
healthy.1716.jpg,Healthy
healthy.743.jpg,Healthy
healthy.203.jpg,Healthy
salmo.1132.jpg,Salmonella
cocci.410.jpg,Coccidiosis
healthy.1434.jpg,Healthy
cocci.298.jpg,Coccidiosis
cocci.1057.jpg,Coccidiosis
healthy.1415.jpg,Healthy
healthy.1078.jpg,Healthy
cocci.778.jpg,Coccidiosis
pcrcocci.27.jpg,Coccidiosis
salmo.286.jpg,Salmonella
healthy.1992.jpg,Healthy
healthy.1609.jpg,Healthy
pcrcocci.124.jpg,Coccidiosis
pcrhealthy.193.jpg,Healthy
healthy.1405.jpg,Healthy
healthy.129.jpg,Healthy
cocci.639.jpg,Coccidiosis
cocci.1365.jpg,Coccidiosis
salmo.1068.jpg,Salmonella
healthy.773.jpg,Healthy
ncd.215.jpg,New Castle Disease
salmo.1264.jpg,Salmonella
healthy.590.jpg,Healthy
pcrcocci.201.jpg,Coccidiosis
salmo.198.jpg,Salmonella
pcrcocci.83.jpg,Coccidiosis
ncd.125.jpg,New Castle Disease
pcrcocci.231.jpg,Coccidiosis
cocci.1763.jpg,Coccidiosis
healthy.717.jpg,Healthy
healthy.862.jpg,Healthy
healthy.846.jpg,Healthy
healthy.843.jpg,Healthy
cocci.1151.jpg,Coccidiosis
cocci.757.jpg,Coccidiosis
salmo.30.jpg,Salmonella
healthy.679.jpg,Healthy
healthy.778.jpg,Healthy
healthy.1247.jpg,Healthy
pcrhealthy.215.jpg,Healthy
cocci.500.jpg,Coccidiosis
healthy.1619.jpg,Healthy
pcrcocci.26.jpg,Coccidiosis
healthy.1666.jpg,Healthy
cocci.479.jpg,Coccidiosis
salmo.443.jpg,Salmonella
healthy.67.jpg,Healthy
salmo.1183.jpg,Salmonella
pcrhealthy.81.jpg,Healthy
salmo.602.jpg,Salmonella
healthy.144.jpg,Healthy
healthy.1840.jpg,Healthy
cocci.1422.jpg,Coccidiosis
pcrcocci.140.jpg,Coccidiosis
pcrncd.112.jpg,New Castle Disease
healthy.1075.jpg,Healthy
salmo.1594.jpg,Salmonella
pcrcocci.277.jpg,Coccidiosis
healthy.970.jpg,Healthy
healthy.1588.jpg,Healthy
healthy.1419.jpg,Healthy
healthy.1538.jpg,Healthy
salmo.1443.jpg,Salmonella
salmo.1592.jpg,Salmonella
salmo.785.jpg,Salmonella
pcrhealthy.346.jpg,Healthy
salmo.1835.jpg,Salmonella
healthy.536.jpg,Healthy
pcrsalmo.162.jpg,Salmonella
pcrhealthy.343.jpg,Healthy
healthy.415.jpg,Healthy
salmo.1699.jpg,Salmonella
salmo.2097.jpg,Salmonella
salmo.1066.jpg,Salmonella
pcrhealthy.287.jpg,Healthy
healthy.1032.jpg,Healthy
healthy.1422.jpg,Healthy
pcrncd.24.jpg,New Castle Disease
healthy.682.jpg,Healthy
salmo.2073.jpg,Salmonella
pcrhealthy.272.jpg,Healthy
cocci.773.jpg,Coccidiosis
salmo.1417.jpg,Salmonella
salmo.268.jpg,Salmonella
pcrsalmo.42.jpg,Salmonella
salmo.1872.jpg,Salmonella
ncd.64.jpg,New Castle Disease
salmo.1096.jpg,Salmonella
cocci.792.jpg,Coccidiosis
salmo.1290.jpg,Salmonella
cocci.1229.jpg,Coccidiosis
cocci.1338.jpg,Coccidiosis
salmo.556.jpg,Salmonella
healthy.2002.jpg,Healthy
salmo.663.jpg,Salmonella
healthy.419.jpg,Healthy
cocci.417.jpg,Coccidiosis
cocci.1034.jpg,Coccidiosis
cocci.1686.jpg,Coccidiosis
healthy.130.jpg,Healthy
pcrcocci.85.jpg,Coccidiosis
cocci.404.jpg,Coccidiosis
salmo.1322.jpg,Salmonella
healthy.1428.jpg,Healthy
salmo.322.jpg,Salmonella
healthy.1721.jpg,Healthy
cocci.618.jpg,Coccidiosis
salmo.975.jpg,Salmonella
salmo.1784.jpg,Salmonella
cocci.656.jpg,Coccidiosis
cocci.575.jpg,Coccidiosis
salmo.1169.jpg,Salmonella
cocci.1156.jpg,Coccidiosis
salmo.203.jpg,Salmonella
salmo.606.jpg,Salmonella
salmo.1846.jpg,Salmonella
salmo.1936.jpg,Salmonella
cocci.755.jpg,Coccidiosis
healthy.1023.jpg,Healthy
cocci.1799.jpg,Coccidiosis
salmo.1032.jpg,Salmonella
salmo.1638.jpg,Salmonella
cocci.1586.jpg,Coccidiosis
salmo.35.jpg,Salmonella
salmo.803.jpg,Salmonella
cocci.1432.jpg,Coccidiosis
pcrhealthy.39.jpg,Healthy
pcrhealthy.103.jpg,Healthy
cocci.1315.jpg,Coccidiosis
healthy.573.jpg,Healthy
cocci.1697.jpg,Coccidiosis
salmo.1973.jpg,Salmonella
pcrsalmo.108.jpg,Salmonella
cocci.1080.jpg,Coccidiosis
cocci.540.jpg,Coccidiosis
cocci.849.jpg,Coccidiosis
pcrsalmo.186.jpg,Salmonella
salmo.1825.jpg,Salmonella
healthy.1668.jpg,Healthy
salmo.1116.jpg,Salmonella
salmo.318.jpg,Salmonella
cocci.1744.jpg,Coccidiosis
healthy.1625.jpg,Healthy
cocci.2048.jpg,Coccidiosis
salmo.981.jpg,Salmonella
salmo.2094.jpg,Salmonella
ncd.164.jpg,New Castle Disease
cocci.1189.jpg,Coccidiosis
salmo.2085.jpg,Salmonella
salmo.2121.jpg,Salmonella
cocci.1622.jpg,Coccidiosis
healthy.449.jpg,Healthy
cocci.1530.jpg,Coccidiosis
salmo.1449.jpg,Salmonella
healthy.2003.jpg,Healthy
salmo.1621.jpg,Salmonella
pcrncd.17.jpg,New Castle Disease
salmo.92.jpg,Salmonella
healthy.1501.jpg,Healthy
pcrsalmo.53.jpg,Salmonella
healthy.1898.jpg,Healthy
cocci.1138.jpg,Coccidiosis
healthy.1546.jpg,Healthy
salmo.419.jpg,Salmonella
salmo.1441.jpg,Salmonella
salmo.717.jpg,Salmonella
healthy.197.jpg,Healthy
ncd.263.jpg,New Castle Disease
ncd.52.jpg,New Castle Disease
cocci.739.jpg,Coccidiosis
healthy.1508.jpg,Healthy
cocci.783.jpg,Coccidiosis
salmo.385.jpg,Salmonella
salmo.1173.jpg,Salmonella
cocci.1211.jpg,Coccidiosis
salmo.1269.jpg,Salmonella
salmo.371.jpg,Salmonella
cocci.1559.jpg,Coccidiosis
pcrcocci.23.jpg,Coccidiosis
pcrncd.13.jpg,New Castle Disease
healthy.226.jpg,Healthy
healthy.254.jpg,Healthy
healthy.1017.jpg,Healthy
cocci.1802.jpg,Coccidiosis
salmo.645.jpg,Salmonella
pcrhealthy.85.jpg,Healthy
